"","Smith,Samuel - KORE-4334-1: THE CULTURE OF BUSINESS",,2,,2,,100%,,4.5,,4.5,,4.5,,4,,4.5,
"","Smith,Samuel - RUSS-3310-1: LOCALIZATION & TRANSLATION I",,5,,3,,60%,,5,,5,,5,,4.67,,5,
"","Smith,Samuel - SPAN-3310-1: SPAN LOCALIZATION AND TRANS",,9,,3,,33%,,4.67,,5,,5,,4.67,,5,
"","Smith,Shelley - ANTH-1306-1: INTRO TO ANTHROPOLOGY",,26,,6,,Instru2c3to%r,,clearl3y. 33,,3.33,,3,,3.5,,3.83,
"","Smith,Shelley - ANTH-3409-1: PALEOANTHROPOLOGY",,6,,5,,efined8/3e%x,,lained4 .2,,4.6,,4.2,,4.6,,4.8,
"","Smith,Shelley - ANTH-3409-2: PALEOANTHROPOLOGY",,6,,3,,bjecti5v0e%s,,xpec4ta.6t7i,,"ns5",,4.67,,4.67,,4.67,
"","Smith-Bull,Robyn - SOCW-3309-1: SW PRACTIC II",,20,,6,,30%,,4.5,,4.5,,4.33,,4.5,,4.83,
"","Smith-Jones,Latoya - SOCW-5395-1: INTEGRATIVE SEMINAR",,25,,11,,44%,,4.91,,4.91,,4.91,,5,,4.91,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Smits,Kathleen - CE-4300-1: ADVANCED TOPICS IN CIVIL ENGR",,7,,5,,71%,,5,,5,,5,,5,,5,
"","Smits,Kathleen - CE-5300-1: TOPICS IN CIVIL ENGINEERING",,1,,1,,100%,,4,,4,,4,,3,,5,
"","Smits,Kathleen - CE-5300-900: TOPICS IN CIVIL ENGINEERING",,1,,1,,100%,,5,,5,,5,,5,,5,
"","Snow,Julie - NURS-3345-508: TRANS PROFESSIONAL NURSING",,41,,17,,41%,,4.2,,4.27,,4.21,,4,,3.87,
"","Snow,Julie - NURS-3347-502: SPECIALIZED TOPICS IN NURSING",,21,,4,,19%,,4.5,,4.75,,4.5,,4.75,,4.5,
"","Snow,Julie - NURS-3375-506: POLICY LEGAL & INFOR IN NSG",,146,,47,,32%,,4.62,,4.57,,4.49,,4.45,,4.38,
"","Snyder,Shane - PSYC-1315-6: INTRO TO PSYCHOLOGY",,90,,29,,32%,,4.11,,4.25,,4.18,,3.82,,4.18,
"","Snyman,Marelize - BIOL-2444-5: GENERAL MICROBIOLOGY",,24,,8,,33%,,4.63,,4.75,,4.75,,4.63,,4.63,
"","Snyman,Marelize - BIOL-2444-7: GENERAL MICROBIOLOGY",,24,,7,,29%,,4.29,,4.14,,4.29,,4.29,,4.29,
"","So,Byung Ran - CHEM-4311-1: BIOCHEMISTRY I",,118,,53,,45%,,3.34,,3.53,,3,,4,,4.15,
"","So,Byung Ran - CHEM-6011-1: TOPICS IN GRADUATE RESEARCH",,11,,6,,"nrollment55%",,"Count4.17",,4.17,,4.17,,4.17,,4.17,
"","Soleimani,Faezeh - MATH-1303-1: TRIGONOMETRY",,47,,33,,70%,,3.58,,4.03,,3.64,,3.48,,3.97,
"","Soleimani,Faezeh - MATH-1303-2: TRIGONOMETRY",,52,,35,,67%,,3.94,,4.14,,3.97,,3.63,,4.31,
"","Solomons,John - MUSI-10-6: STUDIO CLASS",,6,,3,,50%,,5,,5,,5,,5,,5,
"","Solomons,John - MUSI-1242-1: PRIVATE LESSONS IN PIANO",,10,,7,,70%,,5,,5,,5,,5,,5,
"","Soney,Rincy - NURS-4581-21: NURS ADULTS WITH COMPLEXNEEDS",,7,,4,,57%,,4.75,,4.75,,4.75,,4.75,,4.75,
"","Soney,Rincy - NURS-4581-27: NURS ADULTS WITH COMPLEXNEEDS",,8,,2,,"Instructorefined2/5e%x",,"clearlylained4 .5",,4.5,,4.5,,4.5,,4.5,
"","Soney,Rincy - NURS-4581-4: NURS ADULTS WITH COMPLEXNEEDS",,8,,3,,"bjectives38%",,"xpectati3",,"ns3",,2.67,,3,,4.67,
"","Sosko,Vincent - ENGL-2329-7: AMERICAN LITERATURE",,19,,10,,53%,,4.8,,4.8,,4.7,,4.5,,4.5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Soueid,Alicia - FREN-1441-9: BEGINNING FRENCH I",,26,,12,,46%,,4.67,,4,,4.58,,4.5,,4.58,
"","Soueid,Alicia - FREN-2310-1: FRANCOPHONE CULTURES",,24,,8,,33%,,4.88,,4.75,,4.88,,4.13,,4.88,
"","Soueid,Alicia - FREN-2314-1: INTERMEDIATE FRENCH II",,18,,8,,44%,,4.38,,4.25,,4.25,,4.25,,4.38,
"","Sparks,David - EDUC-3301-1: TEACHING DIVERSE LEARNERS",,47,,19,,40%,,4.32,,4.58,,4.58,,4.42,,4.79,
"","Sparks,David - EDUC-3301-2: TEACHING DIVERSE LEARNERS",,30,,20,,67%,,4.5,,4.5,,4.37,,4.6,,4.65,
"","Sparks,David - UNIV-ED-1000-7: FIRST YEAR EXPERIENCE",,19,,11,,58%,,4.45,,4.45,,4.45,,4.27,,3.82,
"","Speier,Amy - ANTH-2322-4: GLOBAL CULTURE",,46,,16,,35%,,4,,4.25,,4.19,,4.25,,4.44,
"","Speier,Amy - ANTH-3300-1: DEBATES IN CULTURAL ANTHRO",,15,,4,,27%,,4,,4.25,,4.25,,4,,4.25,
"","Speier,Amy - ANTH-3332-1: FOOD AND CULTURE",,45,,14,,31%,,4.57,,4.62,,4.64,,4.77,,4.86,
"","Spivey,Christy - ECON-3301-6: THE ECONOMICS OF HEALTH",,62,,40,,65%,,4.5,,4.55,,4.6,,4.28,,4.65,
"","Spivey,Christy - ECON-3301-900: THE ECONOMICS OF HEALTH",,2,,2,,100%,,4.5,,4.5,,4,,4,,4.5,
"","Spivey,Christy - ECON-4330-1: HUMAN RESOURCE ECONOMICS",,38,,33,,"nrollment87%",,"Count4.5",,4.44,,4.53,,4.34,,4.41,
"","Spivey,Christy - ECON-5330-1: HUMAN RESOURCE ECONOMICS",,2,,2,,"esponde100%",,"Count4.5",,4.5,,4.5,,4.5,,4.5,
"","Spivey,Christy - ECON-5333-6: ECONOMICS OF HEALTH",,7,,6,,86%,,4.83,,4.67,,4.83,,4.67,,4.67,
"","Spohr,Stephanie - KINE-3355-500: ADDICTIVE BEHAVIORS",,54,,16,,30%,,4.5,,4.56,,4.5,,4.44,,4.56,
"","Spohr,Stephanie - NURS-6307-402: POPULATION HEALTH",,10,,4,,40%,,4.5,,4.5,,4.5,,4.5,,4.5,
"","Spurlock,Barry - PHYS-1441-4: GENERAL COLLEGE PHYSICS I",,24,,3,,13%,,1.67,,1.33,,1.67,,1.67,,2,
"","Spurlock,Barry - PHYS-1441-4: GENERAL COLLEGE PHYSICS I",,116,,38,,Instru3c3to%r,,clearl3y. 29,,3.05,,3.11,,3.5,,3.55,
"","Spurlock,Barry - PHYS-1441-900: GENERAL COLLEGE PHYSICS I",,8,,4,,efined5/0e%x,,laine4d. 25,,4.25,,4,,3.5,,4,
"","Spurlock,Barry - PHYS-1443-5: GENERAL TECHNICAL PHYSICS I",,13,,2,,bjecti1v5e%s,,xpecta3t.5i,,"ns3",,2.5,,1.5,,2.5,
"","Spurlock,Barry - PHYS-1443-5: GENERAL TECHNICAL PHYSICS I",,101,,33,,33%,,3.97,,3.82,,3.76,,3.82,,4.13,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Spurlock,Barry - PHYS-1443-900: GENERAL TECHNICAL PHYSICS I",,6,,3,,50%,,3.33,,3.67,,3.33,,3.33,,4,
"","Spurlock,Barry - PHYS-1444-3: GENERAL TECHNICAL PHYSICS II",,13,,1,,8%,,3,,3,,3,,3,,3,
"","Spurlock,Barry - PHYS-1444-3: GENERAL TECHNICAL PHYSICS II",,134,,53,,40%,,3.79,,3.3,,3.51,,3.65,,3.63,
"","Squyres,Daniel - NURS-5337-459: FAMILY CLINICAL PRACTICE 1",,6,,3,,50%,,5,,5,,5,,5,,5,
"","Srinidhi,Bin - ACCT-5307-1: M&A FOR BUSINESS DECISIONS",,46,,37,,80%,,4.49,,4.49,,4.43,,4.41,,4.49,
"","Srinidhi,Bin - ACCT-5307-20: M&A FOR BUSINESS DECISIONS",,22,,7,,32%,,3.86,,4.57,,3.29,,4.57,,4,
"","Srinidhi,Bin - ACCT-5307-900: M&A FOR BUSINESS DECISIONS",,4,,2,,50%,,4.5,,5,,4.5,,4.5,,5,
"","Srinual,Melanie - NURS-4350-609: BSN CAPSTONE",,5,,2,,40%,,5,,5,,5,,5,,5,
"","Srinual,Melanie - NURS-4462-888: POP & COMMUNITY HEALTHNURSING",,5,,4,,"nrollment80%",,"Count5",,5,,5,,5,,5,
"","St John,Cynthia - HCAD-5377-40: HEALTH CARE QUAL ASSESS",,16,,16,,100%,,4.81,,4.88,,4.81,,4.81,,4.88,
"","St John,Cynthia - MANA-5360-20: LEADERSHIP AND TEAMS",,18,,13,,72%,,4.92,,4.92,,4.92,,4.92,,4.75,
"","St Pierre Runnels,Diane - NURS-5120-400: ADULT-GERONTOLOGY ASSESSMENT",,8,,1,,13%,,3,,3,,2,,3,,3,
"","St Pierre Runnels,Diane - NURS-5120-411: ADULT-GERONTOLOGY ASSESSMENT",,10,,3,,30%,,4.33,,4.67,,4.67,,4.67,,4.67,
"","St Pierre Runnels,Diane - NURS-5120-489: ADULT-GERONTOLOGY ASSESSMENT",,10,,6,,"Instructorefined6/0e%x",,"clearlylaine4d. 83",,4.83,,4.83,,4.83,,4.83,
"","St Pierre Runnels,Diane - NURS-5355-458: ADULTGERONTOLOGY ACUTE PRAC 2",,8,,4,,"bjectives50%",,"xpectati4.75",,"ns4.75",,5,,4.75,,5,
"","Stafford,Sharela - CHEM-2182-1: ORGANIC CHEMISTRY II LAB",,17,,11,,65%,,2.18,,2.64,,2.18,,3,,2,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Stafford,Sharela - CHEM-2182-3: ORGANIC CHEMISTRY II LAB",,16,,10,,63%,,3.2,,3.1,,2.6,,3.5,,2.8,
"","Stanley,Ethan - NURS-5120-466: ADULT-GERONTOLOGYASSESSMENT",,10,,5,,50%,,4,,4,,4,,3.8,,4,
"","Stasney,Misty - NURS-5337-451: FAMILY CLINICAL PRACTICE 1",,9,,6,,67%,,4.67,,4.67,,4.67,,4.83,,4.83,
"","Stasney,Misty - NURS-5337-477: FAMILY CLINICAL PRACTICE 1",,10,,3,,30%,,5,,5,,5,,5,,5,
"","Steeber,Robert - EDAD-6179-5: SUPERINTENDENCY PRACTICUM",,10,,9,,90%,,4.89,,4.78,,4.89,,4.67,,4.89,
"","Steeber,Robert - EDAD-6279-5: SUPERINTENDENCY PRACTICUM",,16,,9,,56%,,4.56,,4.44,,4.33,,4.44,,4.33,
"","Stefan,Alexandra - CSE-1310-1: INTRO COMPUTERS &PROGRAMMING",,10,,3,,30%,,3.67,,3.67,,2.67,,3,,3.33,
"","Stefan,Alexandra - CSE-1310-1: INTRO COMPUTERS &PROGRAMMING",,38,,18,,nrollm4e7n%t,,Coun3t .83,,3.67,,3.5,,3.67,,4.28,
"","Stefan,Alexandra - CSE-3318-1: ALGORITHMS & DATASTRUCTURES",,12,,2,,17%,,3.5,,3,,2.5,,3.5,,3,
"","Stefan,Alexandra - CSE-3318-1: ALGORITHMS & DATASTRUCTURES",,42,,14,,33%,,3.86,,3.64,,3.36,,3.79,,4.5,
"","Stefan,Alexandra - CSE-3318-2: ALGORITHMS & DATASTRUCTURES",,59,,24,,espon4s1e%,,"ate3.79",,3.83,,3.29,,3.79,,3.96,
"","Stefan,Alexandra - CSE-3318-900: ALGORITHMS & DATASTRUCTURES",,4,,3,,Instru7c5to%r,,clearl4y. 67,,4.67,,4,,4.67,,4.67,
"","Stehling,Elisa - NURS-4441-4: NURSING: CHILDBEARING FAMILY",,9,,2,,"efined/exbjecti2v2e%s",,"lainedxpecta4t.5i",,"ns4.5",,4.5,,4.5,,4.5,
"","Stephens,Amy - ART-1306-4: THREE-DIMENSIONAL DESIGN",,16,,7,,44%,,4.57,,4.57,,4.57,,4.43,,4.57,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Stephens,Jessica - PSYC-4412-4: ADV TOP IN SOCIALPSYCHOLOGY",,30,,12,,40%,,4.5,,4.42,,4.5,,4.17,,4.5,
"","Stephens,Suzanne - SOCW-5365-31: CLINICAL ASSESS CHILDMALTREAT",,17,,7,,41%,,3.86,,4.14,,3.86,,4.29,,4.29,
"","Steplyk,Jonathan - HIST-1301-11: U.S. HISTORY TO 1865",,136,,48,,35%,,3.58,,3.73,,3.31,,3.69,,3.69,
"","Sterling,Kristin - NURS-2200-1: PROFESSIONAL NURSINGCONCEPTS",,37,,13,,35%,,4.85,,4.85,,4.85,,4.77,,4.85,
"","Sterling,Kristin - NURS-2200-2: PROFESSIONAL NURSINGCONCEPTS",,40,,17,,43%,,4.82,,4.88,,4.88,,4.71,,4.82,
"","Sterling,Kristin - NURS-2300-603: INTRO TO PROFESSIONALNURSING",,137,,49,,36%,,4.65,,4.7,,4.61,,4.52,,4.41,
"","Sterling,Kristin - NURS-2300-604: INTRO TO PROFESSIONALNURSING",,121,,33,,nrollm2e7n%t,,Coun4t .67,,4.67,,4.67,,4.52,,4.36,
"","Sterling,Kristin - NURS-2300-605: INTRO TO PROFESSIONALNURSING",,126,,34,,27%,,4.67,,4.64,,4.61,,4.55,,4.31,
"","Sterling,Kristin - NURS-2300-72: INTRO TO PROFESSIONALNURSING",,40,,13,,33%,,4.77,,4.62,,4.85,,4.85,,4.77,
"","Sterling,Kristin - NURS-2300-73: INTRO TO PROFESSIONALNURSING",,38,,6,,espon1s6e%,,"ate4.67",,4.67,,4.67,,4.4,,4,
"","Sterling,Kristin - NURS-2300-75: INTRO TO PROFESSIONALNURSING",,36,,11,,Instru3c1to%r,,clearly4 .9,,4.9,,4.9,,4.8,,4.8,
"","Stewart,Courtney - NURS-5130-472: PEDIATRIC ASSESSMENTLAB",,9,,2,,"efined/exbjecti2v2e%s",,"lainedxpecta4t.5i",,"ns5",,5,,3.5,,4.5,
"","Stewart,Courtney - NURS-5220-400: ADVANCED HEALTHASSESSMENT",,131,,108,,Instru8c2to%r,,prepa3r.e8d5,,"or3.98",,3.75,,4.11,,4.14,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Stewart,Courtney - NURSC-5220-400: ADVANCED HEALTHASSESSMENT",,18,,15,,83%,,4.13,,4.07,,3.93,,4.07,,4.13,
"","Stewart,Courtney - NURSG-5220-400: ADVANCED HEALTHASSESSMENT",,21,,18,,86%,,4.13,,3.94,,3.69,,4.31,,4.13,
"","Stewart,Deborah - NURS-5338-450: FAMILY CLINICAL PRACTICE2",,5,,3,,60%,,4.67,,4.67,,5,,5,,4.67,
"","Stewart,Deborah - NURSC-5338-450: FAMILY CLINICAL PRACTICE2",,3,,2,,67%,,3.5,,3,,3.5,,3.5,,4,
"","Stillsmoking,Kristina - NURS-5360-452: SIMULATION APPS INNURSING ED",,4,,3,,75%,,4.67,,4.67,,4.67,,5,,5,
"","Stillsmoking,Kristina - NURS-5360-456: SIMULATION APPS INNURSING ED",,10,,3,,30%,,4.33,,4.33,,2.33,,3.67,,3.33,
"","Stillson,Patrick - BIOL-2460-11: NURSING MICROBIOLOGY",,27,,10,,nrollm3e7n%t,,Count 4.6,,4.5,,4.6,,4.5,,4.5,
"","Stillson,Patrick - BIOL-2460-8: NURSING MICROBIOLOGY",,23,,5,,22%,,4,,4.6,,4.2,,3.2,,4.6,
"","Stone,Ami - NURS-4350-711: BSN CAPSTONE",,6,,3,,50%,,4.67,,5,,5,,5,,4.67,
"","Stone,Ami - NURS-4581-720: NURS ADULTS WITH COMPLEXNEEDS",,8,,5,,63%,,5,,5,,5,,5,,5,
"","Stotter,Douglas - MUSI-102-1: WIND SYMPHONY",,41,,10,,24%,,5,,5,,5,,5,,5,
"","Stotter,Douglas - MUSI-3308-1: INSTRUMENTAL CONDUCTING I",,15,,2,,13%,,5,,5,,5,,5,,4.5,
"","Stotter,Douglas - MUSI-5100-1: WIND SYMPHONY",,4,,1,,Instru2c5to%r,,"clearly5",,5,,5,,5,,5,
"","Stout,Michael - HIST-1302-2: U.S. HISTORY SINCE 1865",,121,,36,,efined3/0e%x,,laine4d. 34,,4.2,,4.2,,4.2,,4.14,
"","Stout,Michael - HIST-1302-3: U.S. HISTORY SINCE 1865",,76,,32,,bjecti4v2e%s,,xpec4ta.2t5i,,"ns4.06",,4.42,,4.28,,4.28,
"","Stout,Michael - HIST-3367-1: GERMANY 1815-1918",,21,,10,,48%,,4.8,,4.5,,4.6,,4.7,,4.1,
"","Stowell,Kelly - NURS-5337-458: FAMILY CLINICAL PRACTICE 1",,10,,4,,40%,,4.75,,5,,5,,5,,5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Stowell,Kelly - NURS-5354-408: ADULT GERONTOLOGY ACUTEPRAC 1",,10,,5,,50%,,4.8,,5,,5,,5,,5,
"","Strand,Jennifer - PSYC-3317-1: CLINICAL & COUNSELING PSYCH",,2,,1,,50%,,5,,5,,5,,5,,5,
"","Strand,Jennifer - PSYC-3317-1: CLINICAL & COUNSELING PSYCH",,106,,29,,27%,,4.28,,4.28,,4.21,,4.24,,4.24,
"","Strawser,Colton - PCOM-2301-1: INTRO TO NONPROFITS",,15,,9,,60%,,4.89,,4.88,,4.89,,4.89,,4.89,
"","Strock,Sharon - ENGL-1301-43: RHETORIC AND COMPOSITION I",,22,,3,,14%,,4,,3.5,,4,,4.5,,3.5,
"","Stvan,Laurel - LING-2301-1: STUDY OF HUMAN LANGUAGE",,23,,6,,26%,,4.67,,4.67,,4.83,,4.83,,4.83,
"","Stvan,Laurel - LING-3350-1: LEXICAL SEMANTICS",,15,,7,,47%,,4.57,,4.14,,4.29,,4.71,,4.71,
"","Su,Chunke - COMM-3300-1: COMMUNICATION TECHNOLOGY",,128,,48,,nrollm3e8n%t,,Coun4t .55,,4.53,,4.55,,4.26,,4.53,
"","Su,Chunke - CTEC-2350-2: WEB COMM DESIGN DEVELOPMENT 1",,35,,13,,37%,,4.77,,4.77,,4.77,,4.69,,4.85,
"","Su,Chunke - MANA-5320-71: ORGANIZATIONAL BEHAVIOR",,50,,1,,2%,,5,,5,,5,,5,,5,
"","Su,Jianzhong - MATH-3335-1: ANALYSIS I",,47,,31,,66%,,4.45,,4.52,,4.35,,4.23,,4.16,
"","Su,Jingjie - OPMA-3306-6: OPERATIONS MANAGEMENT",,58,,12,,21%,,3.83,,4.25,,3.5,,4,,4,
"","Subbarao,Kamesh - MAE-4310-2: INTRO TO AUTOMATICCONTROL",,11,,1,,9%,,5,,5,,5,,5,,5,
"","Subbarao,Kamesh - MAE-4310-2: INTRO TO AUTOMATICCONTROL",,48,,35,,"Instructorefined7/3e%x",,"clearlylaine4d. 03",,4.65,,4.03,,4.29,,4.29,
"","Suber,Quainshonda - NURS-2300-3: INTRO TO PROFESSIONALNURSING",,1,,1,,"bjectives100%",,"xpectati4",,"ns2",,2,,2,,3,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Suber,Quainshonda - NURS-2300-3: INTRO TO PROFESSIONALNURSING",,39,,12,,31%,,3.67,,3.67,,3.83,,3.92,,3.92,
"","Suber,Quainshonda - NURS-2300-74: INTRO TO PROFESSIONALNURSING",,35,,6,,17%,,4.67,,4.33,,4.67,,4.17,,4.5,
"","Suber,Quainshonda - UNIV-NU-1131-19: STUDENT SUCCESS",,34,,8,,24%,,4.75,,4.75,,4.75,,4.63,,4.88,
"","Suber,Quainshonda - UNIV-NU-1131-20: STUDENT SUCCESS",,33,,10,,30%,,4.5,,4.6,,4.6,,4.5,,4.6,
"","Suber,Quainshonda - UNIV-NU-1131-21: STUDENT SUCCESS",,36,,12,,33%,,4.25,,4.17,,4.25,,4,,4.08,
"","Suber,Quainshonda - UNIV-NU-1131-4: STUDENT SUCCESS",,32,,7,,22%,,4.29,,4.43,,4.14,,3.86,,4.57,
"","Suber,Quainshonda - UNIV-NU-1131-5: STUDENT SUCCESS",,36,,10,,28%,,4.5,,4.5,,4.4,,4.3,,4.5,
"","Suber,Quainshonda - UNIV-NU-1131-6: STUDENT SUCCESS",,30,,6,,20%,,4.67,,5,,4.83,,4.83,,4.83,
"","Suh,Jiwon - PAPP-5351-500: HR MGMT IN GOVT & NONPROFITS",,87,,51,,59%,,4.42,,4.4,,4.3,,4.4,,4.52,
"","Suh,Jiwon - PAPP-6349-1: DECISIONS/PUB POLICY ANALYSIS",,6,,5,,nrollm8e3n%t,,Count 4.8,,4.8,,5,,5,,5,
"","Sulkin,Lee - NURS-5120-419: ADULT-GERONTOLOGYASSESSMENT",,9,,4,,44%,,4.5,,4.75,,4.25,,4.75,,4.75,
"","Sulkin,Lee - NURS-5120-485: ADULT-GERONTOLOGYASSESSMENT",,10,,4,,40%,,4.75,,4.5,,4.75,,4.5,,4.75,
"","Sullivan,Allison - CSE-5311-3: DSGN & ANLY ALGORITHMS",,14,,7,,50%,,4.57,,4.71,,4.71,,4.14,,4.86,
"","Sullivan,Allison - CSE-5311-902: DSGN & ANLY ALGORITHMS",,1,,1,,100%,,5,,5,,5,,5,,5,
"","Sun,Yuze - EE-5190-1: ELECTRICAL ENGNR GRAD SEMINAR",,5,,5,,100%,,4.2,,4.4,,4.6,,4.4,,4.6,
"","Sun-Mitchell,Shan - MATH-3330-1: INTRO LINEAR ALG/VECTORSPACES",,70,,58,,"Instructorefined8/3e%x",,"clearlylaine4d. 62",,4.67,,4.57,,4.45,,4.59,
"","Sun-Mitchell,Shan - MATH-6357-1: NONPARAMETRIC STATISTICS",,6,,6,,"bjectives100%",,"xpectati4.5",,"ns4.83",,5,,4.67,,4.83,
"","Swiney,Staci - HIST-3345-2: TEXAS TO 1850",,44,,12,,27%,,3.33,,3.33,,3.08,,3.75,,3.42,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Tacconi,Melissa - DNCE-1134-1: TAP DANCE",,10,,2,,20%,,5,,5,,5,,5,,5,
"","Tacconi,Melissa - DNCE-1139-1: DANCE PERFORMANCE I",,7,,3,,43%,,4.67,,5,,5,,5,,5,
"","Tacconi,Melissa - DNCE-1300-2: DANCE APPRECIATION",,35,,13,,37%,,4.54,,4.54,,4.54,,4.67,,4.54,
"","Tacconi,Melissa - DNCE-3235-2: BALLET II",,10,,5,,50%,,5,,5,,5,,5,,5,
"","Tacconi,Melissa - UNIV-EN-1131-14: STUDENT SUCCESS",,32,,8,,25%,,4.5,,4.63,,4.63,,4.5,,4.63,
"","Tacconi,Melissa - UNIV-EN-1131-23: STUDENT SUCCESS",,30,,7,,23%,,4.14,,4.14,,4.14,,3.86,,4.29,
"","Taheri,Poroshat - CHEM-3181-2: PHYSICAL CHEMISTRY I LAB",,9,,6,,67%,,3.33,,3.67,,3.33,,4.17,,4.5,
"","Talukder,Akash - CHEM-1465-101: CHEMISTRY FOR ENGINEERS",,17,,13,,76%,,3.31,,3.62,,3.46,,3.62,,3.46,
"","Talukder,Akash - CHEM-1465-106: CHEMISTRY FOR ENGINEERS",,19,,14,,74%,,3.79,,4.29,,3.79,,3.86,,4,
"","Tam,Jing - MUSI-10-2: STUDIO CLASS",,7,,2,,29%,,4.5,,4.5,,4.5,,4.5,,4,
"","Tam,Jing - MUSI-1240-1: PRIVATE LESSONS IN VOICE",,12,,5,,nrollm4e2n%t,,Count 4.4,,3.8,,4.4,,4.6,,3.8,
"","Tam,Wai Ian - PLAN-5333-1: GRAPHICS & MULTIMEDIA COMM",,9,,8,,89%,,4.38,,4.75,,4.13,,4.5,,3.88,
"","Tamplain,Priscila - KINE-3388-2: THEORY IN MOTORDEVELOPMENT",,55,,15,,27%,,4.6,,4.53,,4.4,,4.53,,4.47,
"","Tang,Liping - BE-4364-5: TISSUE ENGINEERING LECTURE",,12,,3,,25%,,4.33,,4.33,,4,,4,,3.67,
"","Tang,Liping - BE-5364-5: TISSUE ENGINEERING LECTURE",,17,,12,,71%,,4.25,,4.42,,4.17,,4.5,,4.5,
"","Tanizaki,Seiichiro - CHEM-1441-2: GENERAL CHEMISTRY I",,41,,4,,10%,,2.75,,3.5,,2.25,,3.5,,3.25,
"","Tanizaki,Seiichiro - CHEM-1441-2: GENERAL CHEMISTRY I",,100,,36,,Instru3c6to%r,,clearl4y. 06,,4.33,,4.06,,4.11,,4.17,
"","Tanizaki,Seiichiro - CHEM-1451-1: CHEMISTRY FOR HEALTHSCIENCES",,46,,4,,"efined/exbjectiv9e%s",,"lainedxpec4ta.6t7i",,"ns4.67",,4,,4,,4.33,
"","Tanizaki,Seiichiro - CHEM-1451-1: CHEMISTRY FOR HEALTHSCIENCES",,243,,80,,Instru3c3to%r,,prepa4r.e5d6,,"or4.65",,4.43,,4.35,,4.5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Tanizaki,Seiichiro - CHEM-1451-500: CHEMISTRY FOR HEALTHSCIENCES",,263,,85,,32%,,3.67,,3.82,,3.23,,3.89,,3.51,
"","Tanizaki,Seiichiro - CHEM-1451-501: CHEMISTRY FOR HEALTHSCIENCES",,263,,83,,32%,,3.88,,3.86,,3.62,,3.95,,3.66,
"","Tanner,Stefanie - NURS-4431-661: NURS CHILDREN &ADOLESCENTS",,9,,3,,33%,,5,,5,,5,,5,,5,
"","Tavakoli,Razieh - CM-1311-2: CONSTRUCTION DRAFTING",,65,,13,,20%,,3.31,,3.46,,2.92,,3.08,,3.62,
"","Tavakoli,Razieh - CM-1311-21: CONSTRUCTION DRAFTING",,65,,12,,18%,,3.5,,3.25,,3.33,,3.5,,3.92,
"","Tavakoli,Razieh - CM-3313-1: CONSTRUCTION ESTIMATING I",,21,,3,,14%,,4.33,,4.33,,4.33,,4,,4,
"","Tavakoli,Razieh - CM-3313-101: CONSTRUCTION ESTIMATING I",,5,,3,,60%,,4.33,,4.33,,4.33,,4,,4.67,
"","Tavakoli,Razieh - CM-4315-1: CONSTRUCTION ESTIMATING II",,40,,9,,23%,,4.33,,4.56,,4.33,,4.33,,4.56,
"","Tavakoli,Razieh - CM-4351-1: BUILDING INFO MODELING FORCM",,40,,10,,"nrollment25%",,"Count4.2",,4.4,,4.3,,4.1,,4.2,
"","Taylor,Barbara - NURS-5660-465: FAMILY NP ADVANCEDPRACTICUM",,10,,4,,"esponde40%",,"Count4",,4.25,,4,,4,,4.25,
"","Taylor,Jennifer - NURS-4581-17: NURS ADULTS WITH COMPLEXNEEDS",,9,,2,,22%,,5,,5,,5,,5,,5,
"","Taylor,Jennifer - NURS-4581-7: NURS ADULTS WITH COMPLEXNEEDS",,9,,6,,67%,,4.83,,5,,5,,5,,4.83,
"","Taylor,Robert - MAE-4329-1: ADDITIVE MANUFACTURING",,17,,7,,Instru4c1to%r,,clearl4y. 29,,4.57,,4.57,,4.57,,4.43,
"","Taylor,Robert - MAE-4331-1: DESIGN FOR MANUFACTURING",,13,,7,,efined5/4e%x,,laine4d. 14,,4.29,,4.43,,4.29,,4.71,
"","Taylor,Robert - ME-5327-1: DESIGN FOR MANUFACTURING",,29,,14,,bjecti4v8e%s,,xpec4ta.4t3i,,"ns4.5",,4.71,,4.36,,4.57,
"","Taylor,Robert - ME-5329-1: ADDITIVE MANUFACTURING",,7,,5,,71%,,4.4,,4.4,,4.6,,4.5,,4.6,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","TBD,unassigned - BIOL-1345-1: BIOLOGY I FOR NURSINGSTUDENTS",,12,,1,,8%,,2,,2,,2,,3,,3,
"","TBD,unassigned - BIOL-1441-12: CELL MOL BIOL",,3,,1,,33%,,5,,5,,5,,5,,5,
"","TBD,unassigned - BIOL-1441-41: CELL MOL BIOL",,2,,1,,50%,,5,,5,,5,,4,,5,
"","TBD,unassigned - BIOL-2457-15: HUMAN ANATOMY &PHYSIOLOGY I",,3,,1,,33%,,4,,4,,4,,3,,4,
